timestamp,open,high,low,close,volume,bb_upper,bb_lower,bb_mid,rsi,cum_vol,cum_pv,vwap,ema20,ema50,signal
2025-07-12 15:07:00,118072.98,118089.24,118072.97,118089.24,3.2903,118257.18656517785,117957.36443482219,118107.27550000002,49.52150492153769,185.62753999999995,21923341.0527761,118103.92494980057,118093.52028672224,118097.01110906385,🟡 No Trade
2025-07-12 15:08:00,118089.24,118089.24,118019.36,118020.0,13.52785,118260.85311637085,117951.60888362915,118106.231,43.54897390439519,199.15538999999995,23519897.9097761,118098.22425481984,118085.8213174907,118092.11762533827,🟡 No Trade
2025-07-12 15:09:00,118019.99,118019.99,118006.91,118006.91,0.84725,118268.8698501226,117938.28314987739,118103.5765,40.206432686254985,200.00263999999996,23619879.2642736,118097.83742991394,118077.6354146101,118086.83189915224,🟡 No Trade
2025-07-12 15:10:00,118006.92,118006.92,118001.91,118001.91,2.80714,118277.3163077936,117922.80569220643,118100.06100000002,38.51923285278052,202.80977999999996,23951127.145911,118096.50967478495,118069.84619085344,118081.68142016533,🟡 No Trade
2025-07-12 15:11:00,118001.91,118001.92,118001.91,118001.91,1.34395,118281.11422382382,117906.51577617621,118093.81500000002,37.87477986220644,204.15372999999997,24109715.8128555,118095.88692234771,118062.91104658562,118076.94483911192,🟡 No Trade
2025-07-12 15:12:00,118001.92,118001.92,117900.0,117900.0,18.73731,118290.68135346097,117866.94964653903,118078.8155,30.87486950441907,222.89103999999998,26318844.6618555,118079.41971043566,118046.39362799715,118066.64603649822,🟡 No Trade
2025-07-12 15:13:00,117900.01,117916.0,117881.88,117881.88,7.20906,118299.53136314642,117828.12063685358,118063.826,27.333461612449184,230.10009999999997,27168662.2076883,118073.23077081803,118029.81569735685,118056.09240314888,🟡 No Trade
2025-07-12 15:14:00,117881.88,117980.95,117870.31,117980.94,19.62158,118279.87504034206,117827.43195965792,118053.65349999999,36.96449118931265,249.72167999999996,29483634.6603735,118065.97913474515,118024.91761782138,118051.87528037358,🟡 No Trade
2025-07-12 15:15:00,117980.94,118012.65,117980.0,117987.4,10.48261,118273.88839523244,117820.97860476756,118047.4335,41.22181001264564,260.20428999999996,30720450.559487503,118062.81348969115,118021.1764083409,118048.31741946017,🟡 No Trade
2025-07-12 15:16:00,117987.4,118018.96,117987.4,118000.05,5.15065,118263.55270788797,117819.04029211205,118041.29650000001,44.00798711162762,265.35493999999994,31328227.517020002,118061.59522419296,118019.07910683237,118045.69579432606,🟡 No Trade
2025-07-12 15:17:00,118000.04,118050.0,118000.04,118049.99,4.55997,118242.72303461845,117828.86896538155,118035.796,49.24599882754774,269.91490999999996,31866531.9299203,118061.3991643526,118022.13541781293,118045.92556309316,🟡 No Trade
2025-07-12 15:18:00,118050.0,118050.0,118024.85,118033.52,5.76957,118218.37638298968,117840.68961701034,118029.53300000001,49.87384300987196,275.68447999999995,32547534.5859067,118060.81570462981,118023.25698814311,118045.27113481487,🟡 No Trade
2025-07-12 15:19:00,118033.53,118086.96,118029.05,118086.96,44.04769,118197.73445840253,117854.14954159746,118025.942,54.07425928387291,319.73216999999994,37748992.3930291,118064.41745611369,118029.51228426634,118047.44096621308,🟡 No Trade
2025-07-12 15:20:00,118086.96,118096.54,118075.99,118093.84,5.13444,118198.8052089336,117853.56379106644,118026.18450000002,56.14865069272929,324.8666099999999,38355338.1288787,118064.8824724668,118035.81030242833,118049.82535575326,🟡 No Trade
2025-07-12 15:21:00,118093.84,118093.85,118063.38,118079.13,10.1785,118198.32038075676,117853.79561924325,118026.058,55.562400412011904,335.0451099999999,39557206.5535837,118065.31530510535,118040.04024455897,118051.31317419659,🟡 No Trade
2025-07-12 15:22:00,118079.14,118093.85,118079.14,118080.33,9.5042,118198.38351065452,117853.76548934552,118026.07450000002,55.432627969409076,344.54930999999993,40679465.62596969,118065.72947706585,118043.96488332198,118052.76955136991,🟡 No Trade
2025-07-12 15:23:00,118080.33,118080.34,118063.95,118063.95,1.7621,118201.84419876245,117853.68980123753,118027.76699999999,53.754376292280426,346.3114099999999,40887506.11226469,118065.72042273947,118045.90742066014,118053.32461495204,🟡 No Trade
2025-07-12 15:24:00,118063.95,118063.96,118043.15,118043.15,1.98917,118199.33840504303,117854.08459495698,118026.7115,51.12178220815259,348.3005799999999,41122314.004950196,118065.59152141005,118045.63992616448,118052.82470111614,🟡 No Trade
2025-07-12 15:25:00,118043.16,118080.33,118040.0,118078.5,8.79012,118202.26070972357,117852.9972902764,118027.62899999999,53.256959716757116,357.0906999999999,42160238.18937019,118065.90927562719,118048.82201254807,118054.07382834345,🟡 No Trade
2025-07-12 15:26:00,118078.5,118078.51,118078.5,118078.5,1.40727,118203.2194171108,117852.59158288919,118027.9055,54.07252495302973,358.4979699999999,42326406.520065196,118065.95870003171,118051.69136457337,118055.25107673836,🟡 No Trade
2025-07-12 15:27:00,118078.51,118078.51,118046.97,118075.21,7.26861,118200.53792133677,117853.87007866323,118027.204,54.02164490333029,365.7665799999999,43184649.17222329,118066.142544306,118053.9619325858,118056.2044589319,🟡 No Trade
2025-07-12 15:28:00,118075.21,118075.21,118065.9,118065.91,4.74858,118204.56531611706,117854.43368388292,118029.49949999999,52.945418667016426,370.5151599999999,43745294.59113109,118066.13956398194,118055.1139354566,118056.66413467539,🟡 No Trade
2025-07-12 15:29:00,118065.9,118065.91,118065.9,118065.91,2.01436,118208.33771740737,117856.56128259267,118032.44950000002,52.53433682432891,372.52951999999993,43983121.83759869,118066.13832267224,118056.15363884464,118057.09850059952,🟡 No Trade
2025-07-12 15:30:00,118065.91,118073.2,118065.9,118073.19,1.83282,118212.5058608396,117859.5211391604,118036.0135,53.20160597503175,374.36233999999996,44199528.74169449,118066.1728465916,118057.79256047728,118057.84864685815,🟡 No Trade
2025-07-12 15:31:00,118073.2,118100.0,118073.19,118099.99,7.43929,118220.5047635204,117861.33023647963,118040.91750000001,56.316168370820925,381.80162999999993,45078108.816301584,118066.83176366113,118061.84810614794,118059.79873913003,🟡 No Trade
2025-07-12 15:32:00,118100.0,118129.14,118099.99,118129.13,3.8966,118212.48642673819,117892.2615732618,118052.374,60.20507750569249,385.6982299999999,45538410.78425959,118067.46114510196,118068.30886338511,118062.98455536377,🟡 No Trade
2025-07-12 15:33:00,118129.13,118140.96,118129.13,118140.96,2.77605,118186.0607961409,117944.59520385912,118065.32800000001,62.70099024014046,388.4742799999999,45866375.99626759,118067.98637033987,118075.27971644262,118066.54360735456,🟡 No Trade
2025-07-12 15:34:00,118140.95,118140.96,118122.64,118122.64,7.80382,118183.75989891957,117961.06610108046,118072.41300000002,60.955720953746265,396.2780999999999,46788183.81675239,118069.06265259777,118079.82068905901,118069.0876763662,🟡 No Trade
